Sales record number,Order number,Buyer username,Buyer postcode,Item number,Item title,Sold via Promoted listings,Quantity,Sold for,Sale date,Brand,Discount_Percentage,Product_Category,Product_Size,Unit_Size,Pack_Count,Total_Size,Is_Multipack,Total_Units
1704.0,10-10441-82845,user_fa05cc13,LU2,item_79530622ca,Likas Papaya Soap 135g - Original - Skin Lightening & Brightening,No,2.0,£6.13,16-Sep-23,Likas,10,Soap,135grams,135g,1,135g,False,2.0
7945.0,23-12174-67819,user_9dd7e9f3,WF12,item_f4823a4913,Gluta-C Kojic Plus Face & Neck Cream SPF30 25g - Skin Lightening & Brightening,Yes,2.0,£10.86,08-Nov-24,Gluta-C,10,Face Cream,25grams,25g,1,25g,False,2.0
8004.0,15-12203-04613,user_a7e868fd,TN24,item_unknown,,,2.0,£23.03,13-Nov-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
7068.0,06-11957-11275,user_84c00a8a,CR0,item_8ed4a548eb,Kojie San Face Cream 30g - Reduce dark spots & blemishes - Skin Brightening,Yes,1.0,£9.91,12-Sep-24,Kojie San,0,Face Cream,30grams,30g,1,30g,False,1.0
4717.0,02-11362-69803,user_26feabda,LE5,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.41,20-Apr-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6453.0,05-11791-06313,user_bf93def1,CF37,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.59,01-Aug-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
1072.0,18-10149-33243,user_10209a6c,SN1,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,No,1.0,£13.34,04-Jul-23,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
1234.0,17-10244-84218,user_b34c6990,LE17,item_0195bf47b0,Bench Daily Scent SUNDAY MORNING Cologne 125ml,No,1.0,£13.12,29-Jul-23,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
4714.0,14-11351-52471,user_7ec508e7,E9,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",No,1.0,£7.80,19-Apr-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
1832.0,05-10484-11271,user_130b694b,IG1,item_0195bf47b0,Safeguard FLORAL PINK with Aloe Body Bar Soap 125g - Germ Protection,Yes,1.0,£6.21,26-Sep-23,Other,0,Soap,125grams,125g,1,125g,False,1.0
6862.0,19-11888-28731,user_64cee591,W12,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,Yes,3.0,£7.06,29-Aug-24,Kojie San,15,Soap,135grams,135g,2,270g,True,6.0
8188.0,27-12250-57658,user_35f83a11,RM6,item_e66dec75b7,Kojie San Body Wash 300ml  - Lightening & Brightening with Hydromoist,Yes,1.0,£11.24,28-Nov-24,Kojie San,0,Face Wash,300ml,300ml,1,300ml,False,1.0
1529.0,02-10384-71948,user_e73366cb,XX1,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.48,01-Sep-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
1809.0,21-10468-91396,user_7d8c6e33,LU4,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[45g],No,1.0,£4.92,24-Sep-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
9211.0,13-12674-70726,user_f223226b,EH47,item_8d7fe0ebeb,"Dr. Kaufmann Sulfur Soap 80g - Anti-Acne, Anti-Lice and Anti-Scabies",Yes,1.0,£6.83,04-Mar-25,Other,0,Soap,80grams,80g,1,80g,False,1.0
7978.0,17-12192-00623,user_94e4adab,UB67HN,item_791e80cd1c,"Maxi-Peel Sun Protection SPF20 Face Cream 25g - Lightweight, Non-Greasy",Yes,1.0,£7.24,11-Nov-24,Maxi-Peel,0,Face Cream,25grams,25g,1,25g,False,1.0
2994.0,06-10803-13738,user_537254fc,M9,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.17,12-Dec-23,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5794.0,06-11636-52746,user_b0c8f559,BS24,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£7.91,25-Jun-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
4536.0,07-11294-55235,user_a5537ff0,Le56tf,item_0a0d6e1866,Johnson's SLIDE Baby Cologne 125ml,Yes,1.0,£7.70,05-Apr-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
6938.0,16-11916-47969,user_dcbaded7,B44,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.56,04-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8959.0,02-12580-99438,user_2da52022,LU3,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[100g x 3],No,5.0,£7.31,07-Feb-25,Kojie San,20,Soap,135grams,65g,2,130g,True,10.0
3020.0,02-10816-00876,user_22038366,G42,item_c2f8a9aa33,Glutamax Glutathione Underarm & Inner Thigh Cream 30g - Skin Lightening,Yes,1.0,£10.96,15-Dec-23,GlutaMax,0,Sensitive Area Products,30grams,30g,1,30g,False,1.0
6706.0,13-11856-48531,user_3d922e6b,BS16,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£7.19,19-Aug-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
9074.0,27-12604-84644,user_bffed196,SK14,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.52,20-Feb-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
3636.0,22-11011-34264,user_4e56bbc8,XX1,item_5902cabe75,Gluta-C Papaya Glutathione Face & Body Soap 135g - Skin Lightening & Brightening,Yes,1.0,£8.30,01-Feb-24,Gluta-C,0,Face Wash,135grams,135g,1,135g,False,1.0
6518.0,21-11792-67494,user_e5140b1b,SK3,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,Yes,1.0,£14.45,05-Aug-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
6993.0,20-11924-03860,user_3534f078,SA,item_0195bf47b0,Johnson's MORNING DEW Baby Cologne 125ml,Yes,1.0,£8.23,07-Sep-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
2442.0,12-10641-38055,user_aaae05cd,N9,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 2],Yes,1.0,£6.28,05-Nov-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
2797.0,02-10733-17569,user_7f651b23,B17,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.67,26-Nov-23,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8955.0,15-12564-86447,user_851e9b13,LS9,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.97,07-Feb-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8161.0,11-12260-02906,user_0cf4cd1c,RH11,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[100g x 3],No,1.0,£9.02,26-Nov-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
7160.0,07-11981-77690,user_b161f5b1,SE18,item_cb9aa5b976,SkinWhite Glutathione & Vitamin C Soap 90g - Skin Lightening & Brightening,No,1.0,£8.17,18-Sep-24,SkinWhite,0,Soap,90grams,90g,1,90g,False,1.0
4242.0,06-11211-92230,user_70b74b76,m18,item_f77b824669,Silka Papaya Soap Lightening & Brightening - 135g or 90g x 3 (Triple Pack)[90g x 3 (Triple Pack)],No,1.0,£7.68,17-Mar-24,Silka,0,Soap,135grams,90g,3,270g,True,3.0
6750.0,21-11857-94877,user_21c9aa3e,E14,item_f77b824669,Silka Papaya Soap Lightening & Brightening - 135g or 90g x 3 (Triple Pack)[90g x 3 (Triple Pack)],No,1.0,£7.71,22-Aug-24,Silka,0,Soap,135grams,90g,3,270g,True,3.0
8690.0,05-12467-29569,user_3c6b7466,RM13,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,6.0,£6.74,10-Jan-25,Kojie San,20,Soap,100grams,100g,3,300g,True,18.0
3321.0,09-10919-57848,user_f1565145,RH10,item_138b01e643,CreamSilk Standout Straight Conditioner 180ml - Cream Silk,Yes,1.0,£9.14,07-Jan-24,Other,0,Conditioner,180ml,180ml,1,180ml,False,1.0
994.0,06-10122-12644,user_cfed615f,DN6,item_bbc5f95217,Dr. Kaufmann Sulfur Soap 80g - Dual Skin Protection - Acne & Blemishes,No,1.0,£6.58,26-Jun-23,Other,0,Soap,80grams,80g,1,80g,False,1.0
6134.0,01-11714-16343,user_80a46a20,LS7,item_8ed4a548eb,Kojie San Face Cream 30g - Reduce dark spots & blemishes - Skin Brightening,Yes,1.0,£9.59,13-Jul-24,Kojie San,0,Face Cream,30grams,30g,1,30g,False,1.0
4582.0,11-11304-94941,user_2ec4829f,se10fu,item_0a0d6e1866,Bench Daily Scent BUBBLE POP Cologne 125ml,Yes,1.0,£7.44,08-Apr-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
6195.0,07-11726-20852,user_b63f6717,W11,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.96,17-Jul-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8228.0,17-12270-72722,user_a7e868fd,XX1,item_51c4ece4a0,Silka Papaya Luxe Premium Body Wash 500ml - Skin Lightening & Brightening,Yes,1.0,£13.21,30-Nov-24,Silka,0,Face Wash,500ml,500ml,1,500ml,False,1.0
8669.0,25-12434-86670,user_823f5ba9,NE6,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.49,07-Jan-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6668.0,21-11833-71862,user_c813e771,NE71,item_0195bf47b0,Johnson's MORNING DEW Baby Cologne 125ml,Yes,1.0,£7.71,16-Aug-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
631.0,23-09770-27994,user_1122e05b,GU16,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,5.0,£5.30,29-Mar-23,Extract,20,Soap,125grams,125g,1,125g,False,5.0
784.0,13-09958-34959,user_c1b989bb,KT5,item_5902cabe75,Gluta-C Kojic Plus Lightening Soap with Glutathione & Vitamin C - 60g,No,1.0,£7.16,14-May-23,Gluta-C,0,Soap,60grams,60g,1,60g,False,1.0
2127.0,24-10559-06202,user_dfb4b805,EH12,item_79530622ca,Likas Papaya Soap 135g - Original - Skin Lightening & Brightening,No,1.0,£6.35,14-Oct-23,Likas,0,Soap,135grams,135g,1,135g,False,1.0
1348.0,09-10312-97749,user_503648a5,M1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,10.0,£5.32,15-Aug-23,Extract,20,Soap,125grams,125g,1,125g,False,10.0
7511.0,09-12067-20361,user_562e3590,CR0,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£9.12,09-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
3993.0,25-11120-95387,user_ae92e0a0,DL14AY,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,1.0,£6.66,28-Feb-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
3527.0,15-10982-71524,user_5d3e2b2e,ST1,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 3],Yes,1.0,£7.29,24-Jan-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
7216.0,02-11996-31017,user_40ea5c50,N1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,1.0,£7.11,20-Sep-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
3188.0,22-10862-16683,user_85b41a26,CO10,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.69,28-Dec-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
4021.0,14-11138-94577,user_c6c526f4,E1,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.30,01-Mar-24,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
7153.0,15-11971-59763,user_aa2e2e5a,LU4,item_cb9aa5b976,SkinWhite Glutathione & Vitamin C Soap 90g - Skin Lightening & Brightening,No,1.0,£8.04,18-Sep-24,SkinWhite,0,Soap,90grams,90g,1,90g,False,1.0
735.0,09-09900-94698,user_2b181f3d,DE22,item_819e436863,CreamSilk Triple Keratin Ultra Hair Conditioner 170ml - 3 Variants[Straight 170ml],No,1.0,£9.37,29-Apr-23,Other,0,Conditioner,170ml,170ml,1,170ml,False,1.0
3398.0,12-10953-56778,user_c870a882,XX1,item_c1b6da5f5f,Silka Papaya Lotion SPF6 200ml - Skin Lightening & Brightening,Yes,1.0,£9.24,15-Jan-24,Silka,0,Lotion,200ml,200ml,1,200ml,False,1.0
9323.0,27-12715-44568,user_7beec8ac,RH11,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£8.34,18-Mar-25,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
6120.0,25-11688-73595,user_728c0290,G31,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,1.0,£6.87,12-Jul-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
6012.0,04-11680-49035,user_b0fe1359,BN3,item_638557b2cf,"Kojie San Skin Lightening Cleanser & Toner 100ml - With Hydromoist, Alcohol-Free",Yes,1.0,£9.89,05-Jul-24,Kojie San,0,Toner/Cleanser,100ml,100ml,1,100ml,False,1.0
6256.0,22-11725-91707,user_0753b209,UB2,item_c1b6da5f5f,Gluta-C Kojic Plus Acne Control Face Wash 50g - Skin Brightening,Yes,1.0,£8.95,20-Jul-24,Gluta-C,0,Face Wash,50grams,50g,1,50g,False,1.0
681.0,07-09847-43418,user_d2a42773,TN38,item_unknown,,,2.0,£20.10,15-Apr-23,Other,10,Other,standard,unknown,1,unknown,False,2.0
7537.0,19-12064-24998,user_008f3e00,PE3,item_8ed4a548eb,Kojie San Face Cream 30g - Reduce dark spots & blemishes - Skin Brightening,Yes,1.0,£9.66,11-Oct-24,Kojie San,0,Face Cream,30grams,30g,1,30g,False,1.0
9223.0,05-12690-34482,user_12976a35,SL6,item_663590df58,Likas Papaya Soap 135g - Skin Brightening & Lightening,Yes,6.0,£5.02,06-Mar-25,Likas,20,Soap,135grams,135g,1,135g,False,6.0
7194.0,10-11982-88810,user_56378884,SE137AA,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.53,19-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6358.0,26-11749-38509,user_82630280,M23,item_638557b2cf,"Kojie San Skin Lightening Cleanser & Toner 100ml - With Hydromoist, Alcohol-Free",No,1.0,£9.53,27-Jul-24,Kojie San,0,Toner/Cleanser,100ml,100ml,1,100ml,False,1.0
1673.0,25-10422-28031,user_cfaf90b7,XX1,item_cd5edd1e9e,"Gluta Lotion + SPF25 300ml - Skin Lightening, Anti-Aging, Vitamin C",No,1.0,£17.06,13-Sep-23,Other,0,Lotion,300ml,300ml,1,300ml,False,1.0
4771.0,10-11374-45945,user_1993e9c4,N15,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£7.89,24-Apr-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
864.0,13-10027-27000,user_5a6a666a,G20,item_bd51f53a11,Kojie San Soap 45g - Travel Size - Skin Brightening & Lightening,No,1.0,£4.60,01-Jun-23,Kojie San,0,Soap,45grams,45g,1,45g,False,1.0
6034.0,08-11682-82156,user_a9900ca9,NR7,item_f862656225,Johnson's HAPPY BERRIES Baby Cologne 125ml,No,1.0,£8.12,06-Jul-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
2075.0,21-10532-93339,user_b66946a2,KT2,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.65,10-Oct-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
2325.0,06-10614-53824,user_f502ee8f,SR6,item_unknown,,,3.0,£21.22,28-Oct-23,Other,15,Other,standard,unknown,1,unknown,False,3.0
7947.0,07-12192-15857,user_271482b7,L7,item_1699cce743,C. Y. Gabriel PAPAYA Soap 135g - Skin Lightening C Y CY,No,1.0,£6.55,08-Nov-24,Other,0,Soap,135grams,135g,1,135g,False,1.0
8595.0,23-12409-20653,user_8f732c56,XX1,item_f4823a4913,Gluta-C Kojic Plus Face & Neck Cream SPF30 25g - Skin Lightening & Brightening,Yes,1.0,£11.81,02-Jan-25,Gluta-C,0,Face Cream,25grams,25g,1,25g,False,1.0
1583.0,12-10399-23453,user_7b69e669,Pe7,item_6ae0f94bb3,Belo Kojic Acid & Tranexamic Acid SPF30 Body Lotion 200ml - Skin Lightening,Yes,1.0,£13.39,06-Sep-23,Belo,0,Lotion,200ml,200ml,1,200ml,False,1.0
8570.0,06-12412-03394,user_7eb3afbb,LA9,item_unknown,,,2.0,£37.19,29-Dec-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
2313.0,22-10601-41130,user_2110e6a4,LS10,item_bd51f53a11,Kojie San Soap 45g - Travel Size - Skin Brightening & Lightening,Yes,2.0,£4.45,28-Oct-23,Kojie San,10,Soap,45grams,45g,1,45g,False,2.0
2226.0,03-10591-25695,user_f1dea84c,WF41FD,item_819e436863,CreamSilk Tri-Oleo Hair Conditioner 180ml - 4 Variants Cream Silk[Standout Straight 180ml],Yes,1.0,£8.56,22-Oct-23,Other,0,Conditioner,180ml,180ml,1,180ml,False,1.0
8168.0,15-12258-31829,user_5d503f1f,RM3,item_e66dec75b7,Kojie San Dream White Kojic Acid Soap 135g x 2 (Double Pack) - Skin Brightening,No,1.0,£8.54,26-Nov-24,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
2792.0,17-10722-04664,user_09e0b1ae,SE16,item_bbc5f95217,Dr. Kaufmann Sulfur Soap 80g - Dual Skin Protection - Acne & Blemishes,No,1.0,£6.41,25-Nov-23,Other,0,Soap,80grams,80g,1,80g,False,1.0
7662.0,08-12113-44671,user_94612cdd,DN8,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,4.0,£6.77,20-Oct-24,Kojie San,20,Soap,100grams,100g,3,300g,True,12.0
7763.0,26-12118-88927,user_4b69ca21,N4,item_unknown,,,2.0,£16.33,26-Oct-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
6060.0,02-11696-33108,user_cfaf90b7,Rg238bu,item_8ed4a548eb,Kojie San Face Cream 30g - Reduce dark spots & blemishes - Skin Brightening,No,1.0,£10.42,08-Jul-24,Kojie San,0,Face Cream,30grams,30g,1,30g,False,1.0
940.0,13-10088-29550,user_bc35ee76,M22,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,2.0,£5.95,17-Jun-23,Extract,10,Soap,125grams,125g,1,125g,False,2.0
4883.0,04-11407-81447,user_8dfd34f6,NE5,item_unknown,,,2.0,£22.23,01-May-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
6937.0,09-11923-28431,user_e751f3b4,Cv11,item_1d1e58ec32,"Gluta Lotion + SPF25 150ml - Skin Lightening, Anti-Aging, Vitamin C",Yes,1.0,£14.30,04-Sep-24,Other,0,Lotion,150ml,150ml,1,150ml,False,1.0
4166.0,05-11187-70818,user_e9c7f752,XX1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.15,11-Mar-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6830.0,10-11891-10415,user_9bde6a6f,E6,item_447b94f791,Kojie San Dream White Blemish Correcting Face Cream 30g - Skin Lightening,No,1.0,£8.18,27-Aug-24,Kojie San,0,Face Cream,30grams,30g,1,30g,False,1.0
8678.0,23-12440-18673,user_fff9af80,NN4,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.27,08-Jan-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7540.0,20-12063-86780,user_9c1db2b4,S2,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,4.0,£5.60,11-Oct-24,Extract,20,Soap,125grams,125g,1,125g,False,4.0
6602.0,02-11837-30631,user_4d76372d,DE23,item_c982db789b,Belo Kojic Acid & Tranexamic Acid SPF30 Body Lotion 200ml - Skin Lightening,Yes,2.0,£12.18,12-Aug-24,Belo,10,Lotion,200ml,200ml,1,200ml,False,2.0
1067.0,09-10151-49980,user_bc82ed83,RM81LJ,item_bbc5f95217,Dr. Kaufmann Sulfur Soap 80g - Dual Skin Protection - Acne & Blemishes,No,1.0,£6.79,04-Jul-23,Other,0,Soap,80grams,80g,1,80g,False,1.0
3187.0,02-10876-15697,user_63a409d5,se5,item_unknown,,,10.0,£127.44,28-Dec-23,Other,20,Other,standard,unknown,1,unknown,False,10.0
8540.0,10-12395-87929,user_f73f45ed,XX1,item_364314703c,Gluta-C Facial Face Night with Glutathione 30ml - Skin Lightening,Yes,3.0,£11.55,27-Dec-24,Gluta-C,15,Face Wash,30ml,30ml,1,30ml,False,3.0
4803.0,12-11379-95105,user_23b1e17c,XX1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,4.0,£5.60,26-Apr-24,Extract,20,Soap,125grams,125g,1,125g,False,4.0
730.0,20-09888-55833,user_629fbc5d,DE22,item_859c8b3c05,Belo EXTRA MOISTURE Intensive Kojic Acid & Tranexamic Acid Soap - 65g x 2,No,1.0,£10.13,27-Apr-23,Belo,0,Soap,65grams,65g,2,130g,True,2.0
1743.0,22-10451-54738,user_0137cf38,SE9,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.72,20-Sep-23,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
1577.0,04-10402-64702,user_534c0c92,WV3,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",No,1.0,£8.23,06-Sep-23,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
1412.0,21-10336-34563,user_06d9d707,OL1,item_eacd302425,Kojie San Soap 65g x 2 (Small Double Pack) - Skin Brightening & Lightening,No,1.0,£5.87,23-Aug-23,Kojie San,0,Soap,65grams,65g,2,130g,True,2.0
3121.0,22-10841-44009,user_10e24485,Se6,item_0195bf47b0,Johnson's MORNING DEW Baby Cologne 125ml,Yes,1.0,£7.63,23-Dec-23,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
7443.0,12-12040-06433,user_223d9114,M18,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.65,04-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5789.0,27-11615-93003,user_71c3ab7d,XX1,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[135g x 2],No,1.0,£7.61,25-Jun-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
7265.0,02-12009-70242,user_ad7c647a,RH10,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,4.0,£6.79,24-Sep-24,Kojie San,20,Soap,100grams,100g,3,300g,True,12.0
8180.0,15-12260-26890,user_4522fd8a,SW1P,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.58,27-Nov-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6449.0,05-11789-75618,user_5c52bdeb,E2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,2.0,£7.99,01-Aug-24,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
3677.0,18-11030-04945,user_c219fcc1,CV3,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.41,05-Feb-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
1869.0,08-10489-98161,user_ab305209,NW3,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.53,28-Sep-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
7192.0,01-11992-31758,user_46ea967f,HD1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,1.0,£7.19,19-Sep-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
6583.0,12-11821-22933,user_84b71836,TW181BB,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,2.0,£6.35,10-Aug-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
2545.0,08-10668-23036,user_589e9cd1,B92,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[100g x 3],No,1.0,£9.05,11-Nov-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
8171.0,13-12260-95471,user_e1e731c7,BS3,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.84,26-Nov-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
3495.0,14-10976-86539,user_f502ee8f,B15,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,3.0,£5.41,22-Jan-24,Extract,15,Soap,125grams,125g,1,125g,False,3.0
5154.0,21-11467-28009,user_31f6fe40,E6,item_f77b824669,Silka Papaya Soap Lightening & Brightening - 135g or 90g x 3 (Triple Pack)[90g x 3 (Triple Pack)],Yes,1.0,£7.75,18-May-24,Silka,0,Soap,135grams,90g,3,270g,True,3.0
8746.0,20-12473-00344,user_c2d84b09,BD1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£9.12,15-Jan-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
9237.0,27-12669-58548,user_ef520e39,lu4,item_8d7fe0ebeb,"Dr. Kaufmann Sulfur Soap 80g - Anti-Acne, Anti-Lice and Anti-Scabies",No,1.0,£7.02,07-Mar-25,Other,0,Soap,80grams,80g,1,80g,False,1.0
1777.0,10-10466-31260,user_1be1fd30,CF14,item_cb9aa5b976,Silka Papaya Lotion with PUMP 500ml (Large Size) - Skin Brightening & Lightening,Yes,2.0,£13.44,22-Sep-23,Silka,10,Lotion,500ml,500ml,1,500ml,False,2.0
